smiles,logbb,name,source
C1CC2=CC=CC=C2CC1OC(=O)C3=CC=CC=C3C(=O)O,0.09,7461-08-7,B3DB(CC0)
CN1C2=CC=CC=C2C(=O)N3C1=C4C(=C5C=CC=CC5=N4)CC3,0.11,dehydroevodiamine,B3DB(CC0)
C1C=N[C@H](N1)NC2=C(C=CC=C2Cl)Cl,0.11,"(2r)-n-(2,6-dichlorophenyl)-2,5-dihydro-1h-imidazol-2-amine",B3DB(CC0)
CCC[C@@H](C)C1(C(=O)NC(=O)NC1=O)CC,0.12,(r)-pentobarbital,B3DB(CC0)
F\C=C\O\C=C/F,0.13,nan,B3DB(CC0)
C(=CF)OC=CF,0.13,fluorovinyl ether,B3DB(CC0)
OC1=CC(O)=CC2C1=CC(OC4[C@@H]([C@H]([C@@H]([C@@H](CO)O4)O)O)O)=C(C3=CC=C(O)C(O)=C3)O2,0.15,cyanidin 3-o-glucoside,B3DB(CC0)
C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O)O,0.15,cyanidin 3-o-glucoside,B3DB(CC0)
CC(C(=O)O)O,0.16,lactic acid,B3DB(CC0)
FC(F)(F)C1=CC(=NC(Cl)=C1)N1CCN(CCCCN2CCCC2=O)CC1,0.16,7-k08,B3DB(CC0)
C1CCN(CC1)CCOC2=CC=C(C=C2)OC3=C(C=CC4=C3C=CC(=C4)O)C5=CC=CC(=C5)C#N,0.17,chembl243999,B3DB(CC0)
COC1=C2C3=C(CNCC[C@]34C=C[C@@H](C[C@@H]4O2)O)C=C1,0.18,norgalanthamine,B3DB(CC0)
[C@]23([C@]1([C@H](OC1)C[C@@H]([C@@]2(C([C@H](OC(C)=O)C=2C([C@]([C@@H]3OC(c1ccccc1)=O)(C[C@H](OC([C@H]([C@@H](c1ccccc1)NC(c1ccc(cc1)F)=O)O)=O)C2C)O)(C)C)=O)C)O)OC(C)=O)[H],0.19,4-fluoropaclitaxel,B3DB(CC0)
CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=C(C=C6)F)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,0.19,4-fluoropaclitaxel,B3DB(CC0)
CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,0.2,sufentanil,B3DB(CC0)
CN(C)CC1=CC=CC=C1SC2=CC(=C(C=C2N)Cl)F,0.2,chembl142158,B3DB(CC0)
CC1=NC(=C(C(=O)N1CCOC)[N+](=O)[O-])N2CCC(CC2)C3=CC=C(C=C3)F,0.2,schembl4414781,B3DB(CC0)
CN1[C@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)C(CO)C4=CC=CC=C4,0.23,scopolamine,B3DB(CC0)
COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)NCCN2C3=CC=CC=C3C=C2C(F)(F)F,0.23,5d,B3DB(CC0)
CN1CCCC[C@@H]1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,0.24,10-{2-[(2r)-1-methylpiperidin-2-yl]ethyl}-2-(methylsulfanyl)-10h-phenothiazine,B3DB(CC0)
CCCN1CCC[C@H]2[C@H]1CC3=CN=C(N=C3C2)N.Cl.Cl,0.25,ropinirole hydrochloride,B3DB(CC0)
[C@@H](C(F)(F)F)(F)Br,0.27,zinc40135788,B3DB(CC0)
C[C@H]1CN2C3=C(CN1CC=C(C)C)C=C(C=C3NC2=S)Cl,0.28,r-82913,B3DB(CC0)
CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,0.28,ondansetron,B3DB(CC0)
c1(C(NC(c2c3c(cccc3)cc(c4ccccc4)c2C)=O)CC)ccccc1,0.3,nan,B3DB(CC0)
CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,0.3,34933-06-7,B3DB(CC0)
CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,0.3,diltiazem,B3DB(CC0)
CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3,0.3,ritanserin,B3DB(CC0)
C1C(=NC2=C(C=C(C=C2)C#CC3=CC=CC=C3)NC1=O)C4=CC=CC(=C4)C#N,0.3,chembl401446,B3DB(CC0)
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,0.32,nitrazepam,B3DB(CC0)
CCC1=C(N=C2C=CC(=CC2=C1)C(=O)C3CCC(CC3)OC)C,0.33,jnj-16567083,B3DB(CC0)
CC1=CC=CC=C1C2=C(C=C(C=C2)N)N(C)C(=O)C(C)(C)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,0.34,schembl6867748,B3DB(CC0)
CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O,0.35,oxymorphone,B3DB(CC0)
[C@@H](C(F)(F)F)(Cl)Br,0.35,(r)-halothane,B3DB(CC0)
CN(C)C1=CC(=C(C=C1)O)CNC2=CC=CC3=C2N=C(C=C3)CO,0.38,ml,B3DB(CC0)
C1[C@H]2[C@H](CN1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,0.39,128915-56-0,B3DB(CC0)
COC1=CC2=C(OCC2)C(CN[C@H]2CCCN[C@@H]2C2=CC=CC=C2)=C1,0.39,nan,B3DB(CC0)
CC1=C2OC3=C(C=CC=C3)C3(O)CNCC3C2=CC=C1,0.39,org-30526,B3DB(CC0)
C1CN(CCN1CCOCCO)[C@@H](C2=CC=CC=C2)C3=CC=C(C=C3)Cl,0.39,(s)-hydroxyzine,B3DB(CC0)
[C@@]13(C4OCC1=CC=C[C@H]([C@H](O[C@@H]2O[C@H]([C@H](O[C@@H]1O[C@H]([C@H]([C@H](C1)OC)O)C)[C@@H](OC)C2)C)C(=CC[C@@H]2C[C@@H](C[C@@]1(CC[C@H]([C@@H]([C@H](CC)C)O1)C)O2)OC([C@@H]3C=C([C@H]4O)C)=O)C)C)O,0.4,ivermectin 1a,B3DB(CC0)
CN1CCC[C@H]1C2=CN=CC=C2,0.4,nicotine,B3DB(CC0)
CCN(CCC#N)C1=CC=CC=C1,0.42,n-(2-cyanoethyl)-2-phenylethylamine,B3DB(CC0)
[C@@H](C(F)(F)F)(OC(F)F)Cl,0.42,(r)-(-)-isoflurane,B3DB(CC0)
C1=CC=C(C=C1)CCNCCC#N,0.42,3-[(2-phenylethyl)amino]propanenitrile,B3DB(CC0)
CN(C)C1=C2C3=C(C(=O)N(C=N3)C4CCCCCC4)SC2=NC=C1,0.43,chembl225032,B3DB(CC0)
C1CN(CCC1OC2=CC=CC(=C2)C(F)(F)F)CCCCNC(=O)C3=CC=NC4=CC=CC=C34,0.48,piperidinederivatives 3,B3DB(CC0)
CC1C2CC3=C([C@@]1(CCN2CC=C(C)C)C)C=C(C=C3)O,0.51,schembl680675,B3DB(CC0)
CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,0.51,clotiazepam,B3DB(CC0)
CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,0.52,cyclosporin a,B3DB(CC0)
c1c(c(ccc1CC(N)C(OCC\C(=C(/C)N(C)C([H])=O)SSC(C)C)=O)OC(=O)C(C)(C)C)OC(C(C)(C)C)=O,0.53,zipr-dopa(p)2,B3DB(CC0)
CN1CCC23[C@@H]4C1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,0.55,codeine,B3DB(CC0)
CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@@H](C=C4)O,0.55,isocodeine,B3DB(CC0)
CCC1(CC(C2=C(C1O)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4O)O)OC5CC(C(C(O5)C)O)N6CCOCC6)O,0.56,antibiotic mx 2,B3DB(CC0)
CC[C@]1(C[C@@H](C2=C([C@H]1O)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4O)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)N6CCOCC6)O,0.56,morpholinyl oxaunomycin,B3DB(CC0)
CN1CCN(CC1)CC2=CC=C(C=C2)C(=O)NC3=C(C=CC(=C3)C4=CC=CC=C4)N,0.56,n-(2-amino-5-phenylphenyl)-4-[(4-methylpiperazin-1-yl)methyl]benzamide,B3DB(CC0)
COC1=CC=CC(=C1O)CN,0.56,2-(aminomethyl)-6-methoxyphenol,B3DB(CC0)
CN1CC[C@]23[C@@H]4[C@H]1CC5C2C(=C(C=C5)OC)O[C@H]3C(=O)C=C4,0.57,oxycodone,B3DB(CC0)
CN(C1CCN(CC1)CC(COC2=CC(=C(C=C2)F)F)O)C3=NC4=CC=CC=C4S3,0.59,lubeluzole,B3DB(CC0)
CN(C1CCN(CC1)C[C@@H](COC2=CC(=C(C=C2)F)F)O)C3=NC4=CC=CC=C4S3,0.59,lubeluzole,B3DB(CC0)
CN(C)CC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,0.6,schembl12684742,B3DB(CC0)
CC1=NC(=C(C(=O)N1CC(F)(F)F)C#N)N2CCC3=CC=CC=C3CC2,0.6,schembl6947600,B3DB(CC0)
C1=CC=C(C=C1)C2=N[C@H](C(=O)NC3=C2C=C(C=C3)Cl)O,0.61,s-oxazepam,B3DB(CC0)
CC1=C2C(=CC=C1)N(C(=N2)NC3CCN(CC3)CCN)CC4=C(C=CC(=N4)C)O,0.63,jnj-2408068,B3DB(CC0)
CC1=CC=CC=C1C2=C(C=NC=C2)C(=O)N(C)CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,0.68,chembl204958,B3DB(CC0)
CN(C)CC1=CC(=CC=C1)C2=NC(=NN2CCO)C3=CC=C(C=C3)OC,0.71,schembl6578223,B3DB(CC0)
C1CCN(CC1)CCOC2=CC=C(C=C2)OC3=C(C=CC4=C3C=CC(=C4)O)C5=CC(=CC=C5)F,0.73,chembl390021,B3DB(CC0)
CCCCCCNC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,0.74,"n-hexyl-2,2-diphenylacetamide",B3DB(CC0)
c1cc(ccc1C(c1ccc(cc1)F)O[C@@]1(C[C@H]2CCC(C1)[N@@]2CCCC)[H])F,0.74,jhw 007,B3DB(CC0)
C1=CC=C2C=C(C=CC2=C1)C(=O)NC3=CC=CC(=C3)CN,0.74,ctk7e5530,B3DB(CC0)
CCCCN1[C@@H]2CC[C@H]1CC(C2)OC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,0.75,jhw-007,B3DB(CC0)
CN(C)CC1=CC=C(C=C1)C(=O)NC1=C(N)C=CC(=C1)C1=CC=CS1,0.77,nan,B3DB(CC0)
CC1=CC=C(C=C1)/C(=C/CN2CCCC2)/C3=CC=CC=N3,0.77,tripyrolidine,B3DB(CC0)
COC1=CC=CC=C1N2CCN(CC2)CCCCNC(=O)C3=CC4=CC=CC=C4C=C3,0.78,piperazinederivatives 12,B3DB(CC0)
C1[C@H]([C@@H]1N)C2=CC=C(C=C2)F,0.81,"(1r,2s)-2-(4-fluorophenyl)cyclopropan-1-amine",B3DB(CC0)
CN(C)CCCN1C2CCCCCC2CCC2=CC=CC=C12,0.83,s113 amitryptalline,B3DB(CC0)
CN(C)CCCN1C2=CC=CC=C2CC3=CC=CC=C31,0.83,zinc1677753,B3DB(CC0)
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,0.85,chembl3349881,B3DB(CC0)
CN(C)CC1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC=CC=C3)N,0.88,schembl18653512,B3DB(CC0)
CN(CC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C(=O)C2=C(C=CN=C2)C3=CC=CC=C3Cl,0.89,schembl5966350,B3DB(CC0)
CCC(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,0.9,piperazinederivatives 7,B3DB(CC0)
CCC[C@H](C)CC,0.9,(-)-3-methylhexane,B3DB(CC0)
COC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)NCCO,0.9,chembl88330,B3DB(CC0)
COC1=C(C=C(C=C1)CCN2CCN(CC2)CCCC3=CC=CC=C3I)OC,0.9,"1-[2-(3,4-dimethoxyphenyl)ethyl]-4-[3-(2-iodophenyl)propyl]piperazine",B3DB(CC0)
C1CCN(CC1)CCOC2=CC=C(C=C2)OC3=C(C=CC4=C3C=CC(=C4)O)C5=CC(=C(C=C5)F)F,0.92,chembl244206,B3DB(CC0)
O=S(O)(c2ccc1cc[nH]c1c2)N3CCCC3CCN5CCC(Oc4cccc(Cl)c4)CC5,0.92,s119,B3DB(CC0)
CC(C)(C)C1=CC(=C(C=C1)OC)CN[C@H]2CCCN[C@H]2C3=CC=CC=C3,0.98,chembl430170,B3DB(CC0)
CS(=O)(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,1.0,chembl2024515,B3DB(CC0)
CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,1.04,clomipramine,B3DB(CC0)
C1CN(CCC1OC2=CC=CC(=C2)C(F)(F)F)CCCCNC(=O)C3=CC=C(C=C3)Br,1.04,schembl7050625,B3DB(CC0)
CN1CCC2C(C1)C1=CC=CC=C1OC1=CC=C(Cl)C=C21,1.06,7-k06,B3DB(CC0)
CC(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,1.08,chembl2024514,B3DB(CC0)
COC1=C(C=C(C=C1)OC(F)(F)F)CN[C@H]2CCCN[C@@H]2C3=CC=CC=C3,1.11,cp-122721,B3DB(CC0)
COC1=C(C=C(C=C1)OC(F)(F)F)CN[C@H]2CCCN[C@H]2C3=CC=CC=C3,1.11,cp-122721,B3DB(CC0)
C[C@@]12C3=CC=CC=C3C[C@@H](N1)C4=CC=CC=C24,1.11,dizocilpine,B3DB(CC0)
C1=CC(=O)OC1=CC(=O)O,1.11,4-carboxymethylenebut-2-en-4-olide,B3DB(CC0)
C1CN(CCC1NC2=CC=CC(=C2)C(F)(F)F)CCCCNC(=O)C3=CC=C(C=C3)Br,1.18,piperidinederivatives 2,B3DB(CC0)
C1CCN(CC1)CCOC2=CC=C(C=C2)OC3=C(C=CC4=C3C=CC(=C4)O)C5=CC=C(C=C5)F,1.25,chembl244205,B3DB(CC0)
CN1C(=NC(=N1)C2=CC=C(C=C2)OC)C3=CC=CC(=C3)CN(C)C,1.26,schembl6584053,B3DB(CC0)
C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,1.32,trihexyphenidyl,B3DB(CC0)
CC(C)N1CCN(CC1)C2=CC=C(C=C2)I,1.38,1-(4-iodophenyl)-4-isopropylpiperazine,B3DB(CC0)
CN(C)CC1=CC(=CC=C1)C2=NC(=NN2COC)C3=CC=C(C=C3)OC,1.38,schembl6578579,B3DB(CC0)
C1CN(CCN(C1)C2=CC=C(C=C2)Cl)CCCC(=O)C3=CC=C(C=C3)F,1.48,chembl476108,B3DB(CC0)
CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,1.53,chlorpheniramine,B3DB(CC0)
CC(C)C1=CC=C(SCCCC2CCN2C)C=C1,1.7,nan,B3DB(CC0)
C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,-2.69,sulphasalazine,B3DB(CC0)
C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,-2.4,clioquinol,B3DB(CC0)
CCNC(=NCCSCC1=C(C=CC=N1)Br)NC#N,-2.15,bbcpd11 (cimetidine analog) (y-g13),B3DB(CC0)
CS(=O)(=O)N(CCO)C1=C2C(=CC(=C1Cl)Cl)NC(=O)C(=O)N2,-2.15,"uk-240,455",B3DB(CC0)
C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],-2.09,nitrofurantoin,B3DB(CC0)
C1=CC=C(C=C1)OC2=CC=CC(=C2)C3=C(C4=C(C=C(C=C4)Cl)NC3=O)O,-2.03,"l-701,324",B3DB(CC0)
CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,-2.0,33419-42-0,B3DB(CC0)
CC1=NC=C(C=C1)CC2=CN=C(NC2=O)NCCCCC3=C(C=CC=N3)OC,-2.0,icotidine,B3DB(CC0)
OC(C1=C[C@@H](OC(CC)CC)[C@@H](NCOC)[C@@H](N)C1)=O,-1.96,ro 64-0802,B3DB(CC0)
CC1=NC=C(C=C1)CC2=CN=C(NC2=O)NCCCCC3=NC=C(C=C3C)Br,-1.9,temelastine,B3DB(CC0)
CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,-1.89,"disodium;(6r,7s)-7-[[4-(2-amino-1-carboxylato-2-oxoethylidene)-1,3-dithietane-2-carbonyl]amino]-7-methoxy-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",B3DB(CC0)
CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)[O-])S4)OC)SC2)C(=O)[O-].[Na+].[Na+],-1.89,cefotetan,B3DB(CC0)
C1CN=C(N1)NC2=CC=CC=C2,-1.89,1848-75-5,B3DB(CC0)
CC(CO)(C1=NC(=NO1)C2=C3CN(C(=O)C4=C(N3C=N2)C=CC=C4Cl)C)O,-1.82,m2l-663581,B3DB(CC0)
O=C(N[C@@H](CC1=CC=CC=C1)[C@H](C[C@H](CC2=CC=CC=C2)CC([C@@H](NC(N(C)CC3=CSC(C(C)C)=N3)=O)C)=O)O)OCC4=CN=CS4,-1.82,ritonavir,B3DB(CC0)
OCC(C)(CO)c1nc(no1)-c2ncn(c23)c4c(C(=O)N(C)C3)c(Cl)ccc4,-1.82,bis-hydroxylated-l-663581,B3DB(CC0)
C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,-1.81,raloxifene,B3DB(CC0)
CCOC(=O)N1CSCC1C(=O)O,-1.72,telmesteine,B3DB(CC0)
C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,-1.7,chlorambucil,B3DB(CC0)
Oc1cc(O)cc(c12)CC(C(C2=O)O)c(c3)ccc(O)c3O,-1.7,quercetin,B3DB(CC0)
CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,-1.68,flurbiprofen,B3DB(CC0)
C(C(C(C(C(CO)O)O)O)O)O,-1.6,mannitol (d-mannitol),B3DB(CC0)
CC(=O)NC1=CC=CC(=C1)C2=CSC(=N2)N=C(N)N,-1.57,compound 34,B3DB(CC0)
Oc1cc(OCCCCO)ccc1C(CC(C)C)=O,-1.52,cube-2,B3DB(CC0)
Oc1cc(OCCCCOc2ccc(CCC(O)=O)c(O)c2)ccc1C(CC(C)C)=O,-1.52,cube-6,B3DB(CC0)
Oc1cc(OCCCCOc2ccc3c(OC(C=C3)=O)c2)ccc1C(CC(C)C)=O,-1.52,cube-10,B3DB(CC0)
CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,-1.52,amethopterin,B3DB(CC0)
C1=CC(=CC=C1C(CC(=O)O)CN)Cl,-1.52,baclofen,B3DB(CC0)
CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,-1.5,methotrexate,B3DB(CC0)
CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,-1.5,imatinib,B3DB(CC0)
C1C[C@H](O[C@@H]1CO)N2C=CC(=NC2=O)N,-1.5,.alpha.-d-ddc,B3DB(CC0)
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2O)C4=CC=CC=C4,-1.48,4-hydroxyalprazolam,B3DB(CC0)
O=C(N)Cc1ccc(OCC(NC(C)C)O)cc1,-1.42,atenolol,B3DB(CC0)
CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,-1.4,biosone,B3DB(CC0)
CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3CCC(=O)C3,-1.4,151581-23-6,B3DB(CC0)
CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)[C@H]3CCC(=O)C3,-1.4,apaxifylline,B3DB(CC0)
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)N3CCN(CC3)C4=CC=CC=N4,-1.4,chembl12325,B3DB(CC0)
COC1=NC=CC(=N1)C2=C(N=CN2C3CCC(CC3)O)C4=CC=C(C=C4)F,-1.4,sb 239063,B3DB(CC0)
c1cccc(c12)cccc2C(=O)c3ccc(OCC)c(c34)cccc4,-1.39,nan,B3DB(CC0)
CC1=CC=CC=C1NC2=NCCN2,-1.39,tz-17,B3DB(CC0)
CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,-1.36,atorvastatin,B3DB(CC0)
CN1[C@H]2CC[C@H]1[C@@H](CC(O)=O)[C@@H](OC(C3=CC=CC=C3)=O)C2,-1.35,benzoylecgonine,B3DB(CC0)
CC(C)(C1=NC(=NO1)C2=C3CN(C(=O)C4=C(N3C=N2)C=CC=C4Cl)C)O,-1.34,"monohydroxy l-663,581 metabolite",B3DB(CC0)
C[NH+](C)CC1=CC=C(CSCCNC2=NC(=O)C(=CN2)CC3=CC=C4C=CC=CC4=C3)O1,-1.3,sk&f 93319,B3DB(CC0)
CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC(=C(C=C3)OC)N4CCNCC4,-1.3,sb-271406,B3DB(CC0)
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,-1.3,indomethacin,B3DB(CC0)
COC1=CC=CN=C1CCCCNC(N2)=NC=C(CC3=CC=CC(C)=N3)C2=O,-1.3,skf 93319,B3DB(CC0)
CC1=CC(=C(C=C1)NC2=NCCN2)C,-1.3,4794-83-6,B3DB(CC0)
CC1=NC(=CC(=N1)N2CCN(CC2)CCO)NC3=NC=C(S3)C(=O)NC4=C(C=CC=C4Cl)Cl,-1.3,schembl1704876,B3DB(CC0)
C1=CC(=CC=C1C(C#N)C2=C(C=C(C=C2Cl)N3C(=O)NC(=O)C=N3)Cl)Cl,-1.3,diclazuril,B3DB(CC0)
C1CCC(CC1)(CC2=NOC(=O)N2)CN,-1.3,compound-9,B3DB(CC0)
C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,-1.3,diclofenac,B3DB(CC0)
C1C[C@@H](O[C@@H]1CO)N2C=NC3=C2N=CNC3=O,-1.3,didanosine,B3DB(CC0)
CC1C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,-1.26,schembl13579049,B3DB(CC0)
C[C@H]1[C@@H](C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,-1.26,zinc27644005,B3DB(CC0)
C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)O,-1.26,p-phenylbenzoic acid,B3DB(CC0)
